,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA
42666,2020,MG,VEREADOR,LUCIENE FERNANDES VIEIRA,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,51820.91,DEFERIDO,PENDENTE DE JULGAMENTO
42766,2020,SP,VEREADOR,LUANA MONTEIRO SILVA,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,21,FEMININO,SUPERIOR INCOMPLETO,SEM INFORMAÇÃO,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
42767,2020,SP,VEREADOR,HENRIQUE SOARES PINHEIRO,APTO,DEFERIDO,AVANTE,22,MASCULINO,SUPERIOR INCOMPLETO,INDÍGENA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
42777,2020,SP,VEREADOR,VITORIA APARECIDA DE OLIVEIRA,APTO,DEFERIDO,PROGRESSISTAS,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
42813,2020,PE,VEREADOR,JOSE FRANCISCO DA SILVA FILHO,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
42843,2020,SP,VEREADOR,ANDRE BASTIANON PONTES,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,163307.42,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
42859,2020,SP,VEREADOR,MICHEL DE FREITAS LEITE,APTO,DEFERIDO,PARTIDO LIBERAL,22,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
42997,2020,MA,VEREADOR,FERNANDA RIBEIRO DA SILVA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
43039,2020,SP,VEREADOR,RICARDO OLIVEIRA DOS SANTOS,APTO,DEFERIDO,PARTIDO VERDE,28,MASCULINO,SUPERIOR COMPLETO,PARDA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
43052,2020,SP,VEREADOR,LARISSA SILVA RIBEIRO DO CARMO,APTO,DEFERIDO,REDE SUSTENTABILIDADE,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
43165,2020,SP,VEREADOR,JEFFERSON RODRIGUES DA SILVA,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,25,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
43280,2020,ES,VEREADOR,LOUIS MARTINS DA SILVA,APTO,DEFERIDO,PATRIOTA,23,FEMININO,SUPERIOR INCOMPLETO,BRANCA,134864.52,DEFERIDO,PENDENTE DE JULGAMENTO
43618,2020,PE,VEREADOR,STHEFANNY FERNANDES DE ALBUQUERQUE,APTO,DEFERIDO,PROGRESSISTAS,18,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
43639,2020,MA,VEREADOR,JOÃO VITOR DOS SANTOS,APTO,PENDENTE DE JULGAMENTO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,25066.5,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
43691,2020,MG,VEREADOR,JOSIANE SANTOS OLIVEIRA,APTO,DEFERIDO,PARTIDO LIBERAL,28,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
43755,2020,MG,VEREADOR,MATHEUS CORDEIRO DOS SANTOS,APTO,DEFERIDO,PARTIDO LIBERAL,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
43789,2020,GO,VEREADOR,ANA CAROLINA DA SILVA CEDRO,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,26675.57,DEFERIDO,PENDENTE DE JULGAMENTO
43790,2020,PR,VEREADOR,FRANCIELLE DE CAMARGO,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
44013,2020,SP,VEREADOR,DIEGO FERNANDO LIBORIO TOZZATO,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,21,MASCULINO,SUPERIOR INCOMPLETO,PARDA,177370.86,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
44014,2020,SP,VEREADOR,RAFAEL OLIVEIRA SANTOS,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
44030,2020,SC,VICE-PREFEITO,LUIS PAULO SEVERO DE OLIVEIRA,APTO,PENDENTE DE JULGAMENTO,AVANTE,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
44034,2020,SP,VEREADOR,BRUNA APARECIDA CROZATO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
44110,2020,CE,VEREADOR,PAULA LOANNA CRUZ FREITAS SILVA,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,23,FEMININO,SUPERIOR INCOMPLETO,BRANCA,32451.0,DEFERIDO,PENDENTE DE JULGAMENTO
44111,2020,RJ,VEREADOR,JAIRO CARVALHO DO NASCIMENTO,APTO,DEFERIDO,SOLIDARIEDADE,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
44194,2020,RJ,VICE-PREFEITO,MARCO PHELIPE DA SILVA PASSOS,APTO,DEFERIDO,AVANTE,29,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,,DEFERIDO,PENDENTE DE JULGAMENTO
44219,2020,PI,PREFEITO,DEBORAH SAYONARA SANTOS CARDOSO,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,PARDA,123077.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
44346,2020,PE,VEREADOR,ISAQUE BRUNO DE LIMA ALBUQUERQUE,APTO,DEFERIDO,PROGRESSISTAS,25,MASCULINO,SUPERIOR INCOMPLETO,PARDA,15268.0,DEFERIDO,PENDENTE DE JULGAMENTO
44387,2020,SP,VEREADOR,ROGE BAUDICHON,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
44584,2020,PB,VEREADOR,JAMILY COSMO PEDROSA MARTINS,APTO,DEFERIDO,CIDADANIA,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
44646,2020,SP,VEREADOR,RAFAEL WILLIAN SANTOS SANTANA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
44716,2020,SP,VEREADOR,NATAN HENRIQUE GAMELEIRA GREGORIO,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
44733,2020,CE,VEREADOR,CINTHYA DA SILVA VIANA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
44734,2020,BA,VEREADOR,SARA SILVA DE ALMEIDA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,FEMININO,ENSINO MÉDIO INCOMPLETO,PRETA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
44737,2020,SP,VEREADOR,FERNANDA VITORIA APARECIDA DE SOUZA,APTO,DEFERIDO,DEMOCRATAS,24,FEMININO,LÊ E ESCREVE,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
44762,2020,MG,VEREADOR,JOSILENE CORDEIRO DA SILVA,APTO,DEFERIDO,PARTIDO LIBERAL,24,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
44763,2020,SP,VEREADOR,ALLAN SERGIO NASCIMENTO,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
44880,2020,SP,VEREADOR,THAMARA IZIQUIEL DA SILVA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,22,FEMININO,SUPERIOR COMPLETO,PRETA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
44947,2020,SP,VEREADOR,DARA DE SOUZA RODRIGUES,APTO,DEFERIDO,SOLIDARIEDADE,20,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
45377,2020,SP,VEREADOR,TIAGO RODRIGO DOS SANTOS,APTO,DEFERIDO,PODEMOS,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,177370.86,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
45453,2020,SE,VEREADOR,MARCELO ALVES DOS SANTOS,APTO,DEFERIDO,PROGRESSISTAS,22,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
45454,2020,SP,VEREADOR,VINICIUS SIMPLICIO DIAS,APTO,DEFERIDO,DEMOCRATAS,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
45810,2020,SE,VEREADOR,THAUANY DA SILVA SANTANA,APTO,PENDENTE DE JULGAMENTO,SOLIDARIEDADE,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
45839,2020,RJ,VEREADOR,FILIPE LUIZ JANNUZZI VALENTE,APTO,DEFERIDO,DEMOCRATAS,21,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,39691.85,DEFERIDO,PENDENTE DE JULGAMENTO
45840,2020,SC,VICE-PREFEITO,ANA CAROLINA DE LIMA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
46094,2020,GO,VEREADOR,ADELIA ROSA COUTINHO,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,48003.74,DEFERIDO,PENDENTE DE JULGAMENTO
46154,2020,SP,VEREADOR,KELLY CRISTINA BERNARDES VIEIRA,APTO,DEFERIDO,CIDADANIA,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
46201,2020,PE,VEREADOR,LEONARDO SILVA BARBOSA,APTO,DEFERIDO,REPUBLICANOS,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,131218.52,DEFERIDO,PENDENTE DE JULGAMENTO
46234,2020,RJ,VEREADOR,PATRICK DE LIMA FERREIRA,APTO,DEFERIDO,PARTIDO LIBERAL,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
46267,2020,CE,VEREADOR,RAIMUNDA NONATA MARTINS DO NASCIMENTO,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,32451.0,DEFERIDO,PENDENTE DE JULGAMENTO
46322,2020,RJ,VEREADOR,RUAN DA SILVA REZENDE,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,104887.86,DEFERIDO,PENDENTE DE JULGAMENTO
46379,2020,SP,VEREADOR,DANIELA APARECIDA BORELLI DOS ANJOS ALVES,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,31596.6,DEFERIDO,PENDENTE DE JULGAMENTO
46492,2020,SE,VEREADOR,HUGO FILIPE MARQUES DO NASCIMENTO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,31101.22,DEFERIDO,PENDENTE DE JULGAMENTO
46568,2020,SP,VEREADOR,PATRICK LONGUINI,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,21,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,39219.11,DEFERIDO,PENDENTE DE JULGAMENTO
46639,2020,RJ,VEREADOR,NELSON LUIS GONÇALVES COSTA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,21,MASCULINO,SUPERIOR INCOMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
46640,2020,RJ,VEREADOR,JOAO VITOR PIRES NASCIMENTO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
46740,2020,PI,VEREADOR,VILMAR BARBOSA DOS SANTOS FILHO,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
46757,2020,AL,VEREADOR,GIRLAINE MARTINS DOS SANTOS,APTO,DEFERIDO,PROGRESSISTAS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
46758,2020,SP,VEREADOR,JÉSSICA FERREIRA CARVALHO CARAÇA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
46759,2020,SP,VEREADOR,DANIELA MONACELI,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,FEMININO,SUPERIOR COMPLETO,BRANCA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
46865,2020,MG,VEREADOR,LUCILEIA ALVES PEREIRA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
46908,2020,MG,VEREADOR,SANDY ALVES MOTOSO,APTO,DEFERIDO,AVANTE,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
46909,2020,MS,VEREADOR,ANA FLÁVIA FERRAZ TRINDADE,APTO,DEFERIDO,DEMOCRATAS,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,23512.87,DEFERIDO,PENDENTE DE JULGAMENTO
46959,2020,AL,VEREADOR,ISABELE DIAS SANTOS,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,FEMININO,SUPERIOR COMPLETO,PARDA,19751.25,DEFERIDO,PENDENTE DE JULGAMENTO
46960,2020,RJ,VEREADOR,MARCIJANE DA SILVA GOUVEA,APTO,DEFERIDO,PROGRESSISTAS,27,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,79252.7,DEFERIDO,PENDENTE DE JULGAMENTO
47036,2020,RJ,VEREADOR,FERNANDA ASSIS DE OLIVEIRA,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,FEMININO,SUPERIOR INCOMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
810,2020,PI,VEREADOR,IANCA KELLY BARBOSA DE MOURA,APTO,DEFERIDO,SOLIDARIEDADE,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
811,2020,RS,VEREADOR,JÉSSICA DE FREITAS BARBOSA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,22884.33,DEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
812,2020,AM,VEREADOR,JEFFERSON DE SA LIMA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
826,2020,SP,VEREADOR,ESTHEFANIA ROBERTA DE OLIVEIRA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,28,FEMININO,SUPERIOR INCOMPLETO,PRETA,171257.1,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
866,2020,MT,VEREADOR,JESSICA MARIA COSTA,APTO,DEFERIDO,DEMOCRATAS,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,51830.18,DEFERIDO,INDEFERIDO COM RECURSO
891,2020,RJ,VEREADOR,ROBERTA OLIVEIRA DA SILVA,APTO,DEFERIDO,PARTIDO LIBERAL,26,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,63927.45,DEFERIDO,INDEFERIDO COM RECURSO
917,2020,CE,VEREADOR,NATANAEL NUNES MATEUS,APTO,INDEFERIDO COM RECURSO,PARTIDO DA MULHER BRASILEIRA,23,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,17546.56,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
929,2020,MA,VEREADOR,ANA PAULA DA SILVA MACIEL,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
930,2020,MG,VEREADOR,SAVIO LOURENCO BORGES,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
938,2020,BA,VEREADOR,UEDSON DA SILVA BARBOSA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
972,2020,PI,VEREADOR,ANDERSON KLISMANN LIMA MOURA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,MASCULINO,SUPERIOR COMPLETO,PARDA,12307.75,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1033,2020,PB,VEREADOR,LUÍS FELIPE NUNES DA COSTA,APTO,INDEFERIDO COM RECURSO,DEMOCRATAS,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,164340.55,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1046,2020,BA,VEREADOR,BIANCA DA CONCEIÇÃO SOARES,APTO,DEFERIDO,PROGRESSISTAS,20,FEMININO,ENSINO MÉDIO INCOMPLETO,PRETA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
1049,2020,PI,VEREADOR,GISLAINE SILVA FEITOSA,APTO,DEFERIDO,SOLIDARIEDADE,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
1095,2020,SP,VEREADOR,JESSICA EMANUELLY CAETANO DA SILVA,APTO,INDEFERIDO COM RECURSO,PARTIDO VERDE,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1150,2020,PR,VEREADOR,FELIPE PILGER EIDT,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,19,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,100426.4,DEFERIDO,INDEFERIDO COM RECURSO
1158,2020,SP,VEREADOR,RAFAEL JONATAS MARQUES,APTO,DEFERIDO,PATRIOTA,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,87435.36,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1220,2020,AM,VEREADOR,EDIVAN ANAQUIRI CAMPELO,APTO,INDEFERIDO COM RECURSO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,27001.96,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1243,2020,RJ,VEREADOR,PLINIO EUGENIO DA SILVA OLIVEIRA,APTO,DEFERIDO,PODEMOS,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,39515.65,DEFERIDO,INDEFERIDO COM RECURSO
1244,2020,TO,VEREADOR,UANDERSON BRITO RIBEIRO,APTO,INDEFERIDO COM RECURSO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,20479.87,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1255,2020,PA,VEREADOR,JÉSSICA DA SILVA,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,23,FEMININO,LÊ E ESCREVE,PARDA,83396.64,DEFERIDO,INDEFERIDO COM RECURSO
1381,2020,PR,VEREADOR,PAOLA MEURER,APTO,INDEFERIDO COM RECURSO,PARTIDO DEMOCRÁTICO TRABALHISTA,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
1411,2020,RJ,VEREADOR,MATHEUS LOBÃO MENDES,APTO,DEFERIDO,SOLIDARIEDADE,18,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,51952.26,DEFERIDO,INDEFERIDO COM RECURSO
2299,2020,MG,VEREADOR,JOSE DOS ANJOS JUNIOR FERREIRA ALVES,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
3139,2020,MG,VEREADOR,WILLIAN APOLEANO LOPES BENTO,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,22,MASCULINO,SUPERIOR INCOMPLETO,PRETA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
3362,2020,GO,VEREADOR,LUCAS  FERREIRA MACHADO,APTO,DEFERIDO,DEMOCRATAS,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
3438,2020,SP,VEREADOR,PEDRO PAZ MONTEIRO DE PAULA,APTO,INDEFERIDO COM RECURSO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,17621.63,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
3511,2020,GO,VEREADOR,IAGO GREYTON PINHEIRO VERAS,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,22,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,208013.18,DEFERIDO,INDEFERIDO COM RECURSO
3512,2020,RJ,VEREADOR,ANDERSON DOS SANTOS AGUIAR FARIA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,MASCULINO,LÊ E ESCREVE,BRANCA,63712.71,DEFERIDO,INDEFERIDO COM RECURSO
3733,2020,MA,VEREADOR,JOCINÁRIA MOREIRA DA CONCEIÇÃO,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,105764.71,DEFERIDO,INDEFERIDO COM RECURSO
3960,2020,MA,VEREADOR,CLEMILDA  RODRIGUES DOS SANTOS,APTO,DEFERIDO COM RECURSO,PARTIDO SOCIAL CRISTÃO,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SEM INFORMAÇÃO,24906.5,DEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
3972,2020,CE,VEREADOR,PEDRO HENRIQUE  GOMES BEZERRA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,52279.75,DEFERIDO,INDEFERIDO COM RECURSO
4012,2020,RJ,VEREADOR,ADRIELLY ANDRADE ROSA DE MOURA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,99034.01,DEFERIDO,INDEFERIDO COM RECURSO
4115,2020,MA,VEREADOR,ANTONIO CARLOS DE MEDEIROS JUNIOR,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,19077.21,DEFERIDO,INDEFERIDO COM RECURSO
4198,2020,GO,VEREADOR,GUILHERME HENRIQUE ALVES DE SOUZA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,104136.92,DEFERIDO,INDEFERIDO COM RECURSO
4846,2020,SP,VEREADOR,EDUARDO ARAUJO DA SILVA,APTO,INDEFERIDO COM RECURSO,PARTIDO SOCIALISMO E LIBERDADE,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
4854,2020,PB,VEREADOR,MATEUS HERCULANO PEREIRA DE OLIVEIRA ARAÚJO,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,INDEFERIDO COM RECURSO
4895,2020,BA,VEREADOR,RAFAEL SILVA SOARES,APTO,INDEFERIDO COM RECURSO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,79223.25,INDEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
4995,2020,SC,VEREADOR,GUILHERME MARCELINO DA SILVA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO COM RECURSO,INDEFERIDO COM RECURSO
